ADVERTISER,BRAND,MEDIA_GROUP,MEDIA,MEDIA_OWNER,DOW,NATIONAL/LOCAL,MARKET,PROGRAM,PROGRAM_GENRE,DAYPART,PROPERTY,JAN_2025__$,JAN_2025__UNITS,FEB_2025__$,FEB_2025__UNITS,MAR_2025__$,MAR_2025__UNITS,APR_2025__$,APR_2025__UNITS,MAY_2025__$,MAY_2025__UNITS,JUNE_2025__$,JUNE_2025__UNITS,JUL_2025__$,JUL_2025__UNITS,AUG_2025__$,AUG_2025__UNITS,SEPT_2025__$,SEPT_2025__UNITS,OCT_2025__$,OCT_2025__UNITS,TOTAL_$,TOTAL_UNITS
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,B1G FOOTBALL IN 60,SPORTS,Late Fringe,BTN,,,,,,,,,,,,,,,,,50,2,33,1,83,3
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,B1G FOOTBALL IN 60,SPORTS,Sunday Morning,BTN,,,,,,,,,,,,,,,,,,,164,2,164,2
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,COLLEGE FIELD HOCKEY,SPORTS,Weekend Afternoon,BTN,,,,,,,,,,,,,,,,,,,72,2,72,2
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,COLLEGE FIELD HOCKEY,SPORTS,Sunday Morning,BTN,,,,,,,,,,,,,,,,,,,18,1,18,1
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,FINAL DRIVE,SPORTS,Early Fringe,BTN,,,,,,,,,,,,,,,,,873,2,,,873,2
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,FINAL DRIVE,SPORTS,Prime Time,BTN,,,,,,,,,,,,,,,,,"1,364",15,"2,319",12,"3,683",27
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,FINAL DRIVE,SPORTS,Late News,BTN,,,,,,,,,,,,,,,,,,,17,1,17,1
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,FINAL DRIVE,SPORTS,Late Fringe,BTN,,,,,,,,,,,,,,,,,,,50,2,50,2
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,FINAL DRIVE,SPORTS,Weekend Afternoon,BTN,,,,,,,,,,,,,,,,,"1,746",4,,,"1,746",4
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,FINAL DRIVE,SPORTS,Sunday Morning,BTN,,,,,,,,,,,,,,,,,698,14,858,12,"1,556",26
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Early Fringe,BTN,,,,,,,,,,,,,,,,,"1,455",4,399,3,"1,854",7
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Weekend Afternoon,BTN,,,,,,,,,,,,,,,,,"2,450",6,873,4,"3,323",10
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Sunday Morning,BTN,,,,,,,,,,,,,,,,,81,1,,,81,1
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,* TOTAL US,WOMEN'S COLLEGE SOCCER,SPORTS,Weekend Afternoon,BTN,,,,,,,,,,,,,,,,,,,618,2,618,2
Chomps,Chomps,Television,Cable TV,National Basketball Assn,Tuesday,NATIONAL,* TOTAL US,WNBA BASKETBALL,SPORTS,Prime Time,NBAT,,,,,,,,,,,,,,,158,1,,,,,158,1
Chomps,Chomps,Television,Cable TV,National Basketball Assn,Saturday,NATIONAL,* TOTAL US,WNBA BASKETBALL,SPORTS,Late Fringe,NBAT,,,,,,,,,,,,,,,158,1,,,,,158,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Monday,NATIONAL,* TOTAL US,INSIDERS,SPORTS,Prime Access,NFLN,,,,,,,,,,,,,,,,,"1,060",1,,,"1,060",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Monday,NATIONAL,* TOTAL US,NFL GAMEDAY KICKOFF,SPORTS,Prime Access,NFLN,,,,,,,,,,,,,,,,,"1,624",1,,,"1,624",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Monday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,871,1,,,,,871,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Monday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Late Fringe,NFLN,,,,,,,,,,,,,,,834,1,,,,,834,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Monday,NATIONAL,* TOTAL US,NFL THROWBACK,SPORTS,Late News,NFLN,,,,,,,,,,,,,,,,,"2,119",1,,,"2,119",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Tuesday,NATIONAL,* TOTAL US,INSIDERS,SPORTS,Prime Access,NFLN,,,,,,,,,,,,,,,"1,668",1,,,,,"1,668",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Tuesday,NATIONAL,* TOTAL US,NBC SUNDAY NIGHT FTBL RP,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"3,966",2,,,"3,966",2
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Tuesday,NATIONAL,* TOTAL US,NFL NETWORK SPCL FTBL RP,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"2,644",1,,,"2,644",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Tuesday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,871,1,,,,,871,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Wednesday,NATIONAL,* TOTAL US,INSIDERS,SPORTS,Prime Access,NFLN,,,,,,,,,,,,,,,"1,668",1,"1,060",1,,,"2,728",2
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Wednesday,NATIONAL,* TOTAL US,INSIDERS,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"1,060",1,,,"1,060",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Wednesday,NATIONAL,* TOTAL US,NFL FOOTBALL CLASSICS,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"1,322",1,,,"1,322",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Wednesday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,871,1,,,,,871,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Thursday,NATIONAL,* TOTAL US,FOOTBALL NGHT IN AMERICA,SPORTS,Prime Access,NFLN,,,,,,,,,,,,,,,,,"2,119",1,,,"2,119",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Thursday,NATIONAL,* TOTAL US,NBC SUNDAY NIGHT FTBL RP,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"1,322",1,,,"1,322",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Thursday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,871,1,,,,,871,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Thursday,NATIONAL,* TOTAL US,TOP 100 PLAYERS,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"1,060",1,,,"1,060",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Friday,NATIONAL,* TOTAL US,NFL GAMEDAY FINAL,SPORTS,Late Fringe,NFLN,,,,,,,,,,,,,,,563,1,,,,,563,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Friday,NATIONAL,* TOTAL US,NFL THURSDAY NT FTB RPLY,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"5,288",3,,,"5,288",3
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL DIV PLYF GM/REPLAY,SPORTS,Late News,NFLN,,,,,,,,,,,,,,,,,"2,644",1,,,"2,644",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL FANTASY LIVE,SPORTS,Saturday Morning,NFLN,,,,,,,,,,,,,,,,,467,1,,,467,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL FOOTBALL CLASSICS,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,653,1,,,653,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL GAME REPLAY,SPORTS,Saturday Morning,NFLN,,,,,,,,,,,,,,,,,"1,425",3,"2,828",4,"4,253",7
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL GAME REPLAY,SPORTS,Weekend Afternoon,NFLN,,,,,,,,,,,,,,,,,"6,530",10,"9,336",4,"15,866",14
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL GAMEDAY KICKOFF,SPORTS,Saturday Morning,NFLN,,,,,,,,,,,,,,,"1,694",2,,,,,"1,694",2
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL NETWORK SPCL FTBL RP,SPORTS,Saturday Morning,NFLN,,,,,,,,,,,,,,,,,475,1,,,475,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,871,1,,,,,871,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Saturday Morning,NFLN,,,,,,,,,,,,,,,"6,048",8,,,,,"6,048",8
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Weekend Afternoon,NFLN,,,,,,,,,,,,,,,756,1,,,,,756,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL THURSDAY NT FTB RPLY,SPORTS,Saturday Morning,NFLN,,,,,,,,,,,,,,,,,"3,324",6,,,"3,324",6
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL THURSDAY NT FTB RPLY,SPORTS,Weekend Afternoon,NFLN,,,,,,,,,,,,,,,,,"1,425",3,,,"1,425",3
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,NFL'S GREATEST GAME,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"1,060",1,,,"1,060",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,* TOTAL US,SUPER BOWL CLASSICS,SPORTS,Prime Access,NFLN,,,,,,,,,,,,,,,,,"2,644",1,,,"2,644",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL GAMEDAY FINAL,SPORTS,Late Fringe,NFLN,,,,,,,,,,,,,,,,,593,2,,,593,2
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL GAMEDAY HIGHLIGHTS,SPORTS,Prime Time,NFLN,,,,,,,,,,,,,,,,,"3,179",2,,,"3,179",2
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL GAMEDAY HIGHLIGHTS,SPORTS,Late News,NFLN,,,,,,,,,,,,,,,,,"1,060",1,,,"1,060",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL GAMEDAY KICKOFF,SPORTS,Sunday Morning,NFLN,,,,,,,,,,,,,,,847,1,,,,,847,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL GAMEDAY LIVE,SPORTS,Weekend Afternoon,NFLN,,,,,,,,,,,,,,,,,"7,836",10,"3,265",4,"11,101",14
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL GAMEDAY MORNING,SPORTS,Sunday Morning,NFLN,,,,,,,,,,,,,,,,,"14,055",6,,,"14,055",6
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL GAMEDAY VIEW,SPORTS,Sunday Morning,NFLN,,,,,,,,,,,,,,,,,"2,008",1,,,"2,008",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL NETWORK SPCL FTBL GM,SPORTS,Sunday Morning,NFLN,,,,,,,,,,,,,,,,,"179,282",1,,,"179,282",1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Late Fringe,NFLN,,,,,,,,,,,,,,,834,1,,,,,834,1
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Weekend Afternoon,NFLN,,,,,,,,,,,,,,,"2,268",3,,,,,"2,268",3
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,NFL PRESEASON FOOTBALL,SPORTS,Sunday Morning,NFLN,,,,,,,,,,,,,,,"4,914",7,,,,,"4,914",7
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,* TOTAL US,SUPER BOWL CLASSICS,SPORTS,Sunday Morning,NFLN,,,,,,,,,,,,,,,,,475,1,,,475,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BASKETBALL WIVES,ENTERTAINMENT,Prime Time,BET,,,,,,,,,,,,,,,"1,888",1,,,,,"1,888",1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BID FOR LOVE,ENTERTAINMENT,Early Fringe,BETH,,,,,,,,,,,,,84,3,,,,,,,84,3
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BIG BANG THEORY,ENTERTAINMENT,Afternoon,MTV,,,,,,,,,,,,,,,305,1,,,,,305,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BIG BANG THEORY,ENTERTAINMENT,Early Fringe,MTV,,,,,,,,,,,,,,,"2,454",2,,,"1,196",2,"3,650",4
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BIG BANG THEORY,ENTERTAINMENT,Early News,MTV,,,,,,,,,,,,,,,,,,,"1,196",1,"1,196",1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BLACK GIRL ERUPTED,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,56,1,,,,,,,56,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BLACK GIRL ERUPTED,ENTERTAINMENT,Early Fringe,BETH,,,,,,,,,,,,,28,1,,,,,,,28,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BLOSSOM MOVIE,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,84,2,,,,,,,84,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BLOSSOM MOVIE,ENTERTAINMENT,Early Fringe,BETH,,,,,,,,,,,,,28,1,,,,,,,28,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BLUE STREAK,ENTERTAINMENT,Prime Time,BET,,,,,,,,,,,,,,,,,,,791,1,791,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BOYZ N THE HOOD,ENTERTAINMENT,Prime Time,BET,,,,,,,,,,,,,,,,,,,791,1,791,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BOYZ N THE HOOD,ENTERTAINMENT,Late News,BET,,,,,,,,,,,,,,,,,,,791,1,791,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,BREAKING IN MOVIE,ENTERTAINMENT,Late Fringe,BET,,,,,,,,,,,,,,,,,,,791,1,791,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,CALL HER KING,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,56,1,,,,,,,56,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,CELEBRITY FAMILY FEUD,ENTERTAINMENT,Early Fringe,BET,,,,,,,,,,,,,,,662,1,,,,,662,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,CRUEL ENCOUNTERS,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,,,110,2,,,,,110,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,DEATH AT A FUNERAL,ENTERTAINMENT,Prime Access,BET,,,,,,,,,,,,,,,,,489,1,,,489,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,DEATH AT A FUNERAL,ENTERTAINMENT,Prime Time,BET,,,,,,,,,,,,,,,,,489,1,,,489,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,DUE SEASON,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,,,,,56,2,,,56,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,DUE SEASON,ENTERTAINMENT,Early Fringe,BETH,,,,,,,,,,,,,,,,,28,1,,,28,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,EMPIRE STATE MOVIE,ENTERTAINMENT,Prime Access,BET,,,,,,,,,,,,,,,735,1,,,,,735,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,EQUESTRIAN COMPETITION,SPORTS,Prime Time,CBSS,,,,,,,,,,,,,,,,,255,1,,,255,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,F9,ENTERTAINMENT,Prime Time,BET,,,,,,,,,,,,,,,,,,,791,1,791,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,FAMILY GUY,ENTERTAINMENT,Late Fringe,COM,,,,,,,,,,,,,374,1,,,,,,,374,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,FAMILY GUY,ENTERTAINMENT,Overnight,COM,,,,,,,,,,,,,374,1,,,,,,,374,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,FAMILY MATTERS,ENTERTAINMENT,Morning,BET,,,,,,,,,,,,,,,,,363,1,,,363,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,FAMILY MATTERS,ENTERTAINMENT,Overnight,BETH,,,,,,,,,,,,,150,5,56,2,,,12,1,218,8
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,FOR WHAT IT'S WORTH MOV,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,,,164,2,,,,,164,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,FOR WHAT IT'S WORTH MOV,ENTERTAINMENT,Early Fringe,BETH,,,,,,,,,,,,,,,55,1,,,,,55,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,GUN HILL,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,,,,,56,2,,,56,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,HANGOVER PART II,ENTERTAINMENT,Overnight,MTV,,,,,,,,,,,,,,,,,,,318,1,318,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,HEIST 88,ENTERTAINMENT,Prime Access,BET,,,,,,,,,,,,,,,735,1,,,,,735,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,JAMIE FOXX SHOW,ENTERTAINMENT,Morning,BET,,,,,,,,,,,,,,,,,"1,452",3,,,"1,452",3
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,JAMIE FOXX SHOW,ENTERTAINMENT,Afternoon,BET,,,,,,,,,,,,,,,,,726,1,,,726,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,KAREN,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,,,25,1,,,,,25,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,LADY OF BMF TONESA WELCH,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,,,50,2,,,,,50,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,LADY OF BMF TONESA WELCH,ENTERTAINMENT,Early Fringe,BETH,,,,,,,,,,,,,,,25,1,,,,,25,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,LAW & ORDER,ENTERTAINMENT,Morning,POP,,,,,,,,,,,,,,,412,2,609,6,271,3,"1,292",11
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,LETHAL WEAPON 3,ENTERTAINMENT,Afternoon,BET,,,,,,,,,,,,,474,1,,,,,,,474,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,LETHAL WEAPON 3,ENTERTAINMENT,Prime Access,BET,,,,,,,,,,,,,763,1,,,,,,,763,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,MISS CONGENIALITY,ENTERTAINMENT,Late News,MTV,,,,,,,,,,,,,,,874,1,,,,,874,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,MORNING GLOW,ENTERTAINMENT,Early Morning,BETH,,,,,,,,,,,,,,,189,9,165,8,120,6,474,23
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,MS. PAT SETTLES IT,ENTERTAINMENT,Late Fringe,BETH,,,,,,,,,,,,,,,,,,,104,2,104,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,MS. PAT SETTLES IT,ENTERTAINMENT,Overnight,BETH,,,,,,,,,,,,,,,,,,,104,2,104,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,NEIGHBORHOOD SHOW,ENTERTAINMENT,Afternoon,BET,,,,,,,,,,,,,,,,,"1,815",3,,,"1,815",3
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,NEW JACK CITY,ENTERTAINMENT,Afternoon,BET,,,,,,,,,,,,,474,1,,,,,,,474,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,NEXT FRIDAY,ENTERTAINMENT,Late Fringe,MTV,,,,,,,,,,,,,,,,,,,635,1,635,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,OFFICE,ENTERTAINMENT,Prime Time,COM,,,,,,,,,,,,,,,,,,,"5,872",3,"5,872",3
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,POKER NIGHT IN AMERICA,SPORTS,Prime Time,CBSS,,,,,,,,,,,,,,,,,"1,273",3,371,1,"1,644",4
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,POKER NIGHT IN AMERICA,SPORTS,Late News,CBSS,,,,,,,,,,,,,,,,,117,1,,,117,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,POKER NIGHT IN AMERICA,SPORTS,Late Fringe,CBSS,,,,,,,,,,,,,,,,,,,117,1,117,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,RIDICULOUSNESS,ENTERTAINMENT,Morning,AMTV,,,,,,,,,,,,,,,,,,,441,1,441,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,RIDICULOUSNESS,ENTERTAINMENT,Morning,MTV,,,,,,,,,,,,,,,,,,,450,3,450,3
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,RIDICULOUSNESS,ENTERTAINMENT,Afternoon,MTV,,,,,,,,,,,,,,,684,4,,,750,3,"1,434",7
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,SET IT OFF,ENTERTAINMENT,Prime Time,BET,,,,,,,,,,,,,,,,,,,791,1,791,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,SOUTH PARK,ENTERTAINMENT,Overnight,COM,,,,,,,,,,,,,,,414,1,,,,,414,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,TED MOVIE,ENTERTAINMENT,Late Fringe,MTV,,,,,,,,,,,,,,,,,,,635,1,635,1
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,TYLER PERRY'S ASSISTED L,ENTERTAINMENT,Early Fringe,BETH,,,,,,,,,,,,,,,,,,,270,3,270,3
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,TYLER PERRY'S ASSISTED L,ENTERTAINMENT,Early News,BETH,,,,,,,,,,,,,,,,,,,180,2,180,2
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,TYLER PERRY'S HS/PAYNE,ENTERTAINMENT,Morning,BETH,,,,,,,,,,,,,284,2,327,3,,,47,1,658,6
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,TYLER PERRY'S HS/PAYNE,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,284,2,218,2,,,141,3,643,7
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,TYLER PERRY'S HS/PAYNE,ENTERTAINMENT,Early Fringe,BETH,,,,,,,,,,,,,468,3,286,2,448,3,,,"1,202",8
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,TYLER PERRY'S HS/PAYNE,ENTERTAINMENT,Early News,BETH,,,,,,,,,,,,,234,2,286,1,,,,,520,3
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,* TOTAL US,TYLER PERRY'S MEET/BROWN,ENTERTAINMENT,Afternoon,BETH,,,,,,,,,,,,,,,,,,,139,4,139,4
